 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,276,'title', '김용재', 'cont', sysdate, 0, 1, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,303,'title', '김용재', 'cont', sysdate, 0, 1, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,304,'title', '김용재', 'cont', sysdate, 0, 1, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,305,'title', '김용재', 'cont', sysdate, 0, 1, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,306,'title', '김용재', 'cont', sysdate, 0, 1, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,307,'title', '김용재', 'cont', sysdate, 0, 1, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,308,'title', '김용재', 'cont', sysdate, 0, 1, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,309,'title', '김용재', 'cont', sysdate, 0, 1, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,310,'title', '김용재', 'cont', sysdate, 0, 1, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,311,'title', '김용재', 'cont', sysdate, 0, 1, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,312,'title', '김용재', 'cont', sysdate, 0, 1, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,313,'title', '김용재', 'cont', sysdate, 0, 1, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,314,'title', '김용재', 'cont', sysdate, 0, 1, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,315,'title', '김용재', 'cont', sysdate, 0, 2, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,316,'title', '김용재', 'cont', sysdate, 0, 3, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,317,'title', '김용재', 'cont', sysdate, 0, 4, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,318,'title', '김용재', 'cont', sysdate, 0, 5, '2102'); 
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,319,'title', '김용재', 'cont', sysdate, 0, 6, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,320,'title', '김용재', 'cont', sysdate, 0, 7, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,321,'title', '김용재', 'cont', sysdate, 0, 8, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,322,'title', '김용재', 'cont', sysdate, 0, 9, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,323,'title', '김용재', 'cont', sysdate, 0, 10, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,324,'title', '김용재', 'cont', sysdate, 0, 11, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,325,'title', '김용재', 'cont', sysdate, 0, 12, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,326,'title', '김용재', 'cont', sysdate, 0, 13, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,327,'title', '김용재', 'cont', sysdate, 0, 14, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,328,'title', '김용재', 'cont', sysdate, 0, 15, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,329,'title', '김용재', 'cont', sysdate, 0, 16, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,330,'title', '김용재', 'cont', sysdate, 0, 17, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,331,'title', '김용재', 'cont', sysdate, 0, 18, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,332,'title', '김용재', 'cont', sysdate, 0, 19, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,333,'title', '김용재', 'cont', sysdate, 0, 20, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,334,'title', '김용재', 'cont', sysdate, 0, 21, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,335,'title', '김용재', 'cont', sysdate, 0, 22, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,336,'title', '김용재', 'cont', sysdate, 0, 23, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,337,'title', '김용재', 'cont', sysdate, 0, 24, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,338,'title', '김용재', 'cont', sysdate, 0, 25, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,339,'title', '김용재', 'cont', sysdate, 0, 26, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,340,'title', '김용재', 'cont', sysdate, 0, 27, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,341,'title', '김용재', 'cont', sysdate, 0, 28, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,342,'title', '김용재', 'cont', sysdate, 0, 29, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,343,'title', '김용재', 'cont', sysdate, 0, 30, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,344,'title', '김용재', 'cont', sysdate, 0, 31, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,345,'title', '김용재', 'cont', sysdate, 0, 32, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,346,'title', '김용재', 'cont', sysdate, 0, 33, '2102'); 
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,347,'title', '김용재', 'cont', sysdate, 0, 34, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,348,'title', '김용재', 'cont', sysdate, 0, 35, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,349,'title', '김용재', 'cont', sysdate, 0, 36, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,350,'title', '김용재', 'cont', sysdate, 0, 37, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,351,'title', '김용재', 'cont', sysdate, 0, 38, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,352,'title', '김용재', 'cont', sysdate, 0, 39, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,353,'title', '김용재', 'cont', sysdate, 0, 40, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,354,'title', '김용재', 'cont', sysdate, 0, 41, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,355,'title', '김용재', 'cont', sysdate, 0, 42, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,356,'title', '김용재', 'cont', sysdate, 0, 43, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,357,'title', '김용재', 'cont', sysdate, 0, 44, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,358,'title', '김용재', 'cont', sysdate, 0, 45, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,359,'title', '김용재', 'cont', sysdate, 0, 46, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,360,'title', '김용재', 'cont', sysdate, 0, 47, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,361,'title', '김용재', 'cont', sysdate, 0, 48, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,362,'title', '김용재', 'cont', sysdate, 0, 49, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,363,'title', '김용재', 'cont', sysdate, 0, 50, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,364,'title', '김용재', 'cont', sysdate, 0, 51, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,365,'title', '김용재', 'cont', sysdate, 0, 52, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,366,'title', '김용재', 'cont', sysdate, 0, 53, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,367,'title', '김용재', 'cont', sysdate, 0, 54, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,368,'title', '김용재', 'cont', sysdate, 0, 55, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,369,'title', '김용재', 'cont', sysdate, 0, 56, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,370,'title', '김용재', 'cont', sysdate, 0, 57, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,371,'title', '김용재', 'cont', sysdate, 0, 58, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,372,'title', '김용재', 'cont', sysdate, 0, 59, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,373,'title', '김용재', 'cont', sysdate, 0, 60, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,374,'title', '김용재', 'cont', sysdate, 0, 61, '2102'); 
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,375,'title', '김용재', 'cont', sysdate, 0, 62, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,376,'title', '김용재', 'cont', sysdate, 0, 63, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,377,'title', '김용재', 'cont', sysdate, 0, 64, '2102');
 INSERT INTO BOARD (BOARD_NUM, HIGH_BOARD_NUM, WRITER_NM, TITLE, CONT, WRITE_DATE, REVIEW_CNT, MEMB_NUM, QUES_CD) VALUES (board_seq.nextVal,378,'title', '김용재', 'cont', sysdate, 0, 65, '2102');
